,flyer_name,text
1895,week_25_page_4,"$149/lb. 
SAVE $1.10/1b.
Fresh 
Whole Chickens
From the Meat 
Department
All Varieties 
Never Administered Antibiotics
or Growth Hormones, Fed a 
100% Vegetarian Diet, 3rd Party
Humanely Raised. Perfect 
roasted, baked, or smoked!FRESH"
1896,week_25_page_4,"AL FOONER NATURHUMANELY HANDLED 
INDEPENDENTLY VERIFIED
Robert E. MeyerUSDA"
1897,week_25_page_4,ORGANIC
1898,week_25_page_4,"SAVE $1 on 2 
Organic Celery 
A great antioxidant full of vitamin C,
beta-carotene, and manganese.NON-GMO2$4"
1899,week_25_page_4,"TIFYicanSPRINGER 
Mountain FarmsORGANICnanes"
1900,week_25_page_4,Amer
1901,week_25_page_4,the sweetest crunchiest inner heart leavewashedNET WT 70Z (1996)organicorganicgirlORGANIC
1902,week_25_page_4,romaine heart leavesgood clean greens
1903,week_25_page_4,"2/$6SAVE $1.98 on 2 
organicgirl 
Salad 
5 oz., Select Varieties 
Made with simple and clean 
ingredients that are washed three 
times before they're packaged in 
100% recyclable containers."
1904,week_25_page_4,ORGANIC
1905,week_25_page_4,OD
1906,week_25_page_4,"$199/lb. 
SAVE $1/lb. 
Organic 
Zucchini & 
Yellow Squash 
A great source of dietary fiber, 
as well as anti-inflammatory 
and antioxidant flavonoids."
1907,week_25_page_4,NON-GMO
1908,week_25_page_4,NON-GMO
1909,week_25_page_4,NON-GMO
1910,week_25_page_4,"HOLIDAY ENTERTAINING ESSENTIALS DESTINATIONWhether you're baking, juicing, or eating, 
it's the perfect time of year to enjoy 
your favorite apple!"
1911,week_25_page_4,SIERACELEBRATION
1912,week_25_page_4,"HEALTHY REWARDS 
OFFER WITH CARD$1499/lb.SAVE $10/lb. 
Cropwell Bishop 
Queen's Edition 
Blue Stilton 
This unique take on the English Classic is made using a 
recipe developed for Queen Elizabeth's coronation. This 
creamy, crumbly treat is available at Earth Fare 
for a limited time only! 
Discount Taken at Register"
1913,week_25_page_4,"$1299 
SAVE up to $11 
UNO 
Malbec 
750 mL. 
Wild berry and plum 
flavors with smoke and 
vanilla joining through the 
persistent finish. Pairs well 
with any red meat, roasted 
lamb, grilled vegetables, 
and any aged cheese.$9492013 
MALBECANTIGALENERA ARGENTINAENJOY 10% OFF WHEN YOU PURCHASE 6 OR MORE BOTTLES OF WINE 
TO FIND THE STORE NEAREST YOU, VISIT EARTHFARE.COMWhile supplies last. Offers may vary by store. Subject to change without notice. Statements have not been evaluated by the Food and Drug 
Administration. Products are not intended to diagnose, treat, cure or prevent any disease. EARTH FARE and the tomato logo. Reg. U.S. Pat. & Tm. Off.SAVE $1.50 
Sierra Nevada 
Celebration 
Beer 
6 Pack Bottles 
Celebration Ale is one of the earliest examples of an 
American-style IPA and one of the few hop-forward 
holiday beers. Famous for its intense citrus and pine 
aromas, Celebration is a bold and intense holiday IPA. 
$9.99 Everyday Low Price in OHThe paper in this insert was provided through
a PEFC Certified Paper Manufacturer. 
For more information go to www.pefc.org."
1914,week_25_page_4,"2016
SUR 
CELEBRATIONParet 
TedientsA NEVNCELEBRATIONCELEBRATIONCELEBRATIONRRA NEVADABRENTNO"
1915,week_25_page_4,MALE
1916,week_25_page_4,SAUNA
1917,week_25_page_4,caftenDark Chocolate Barry SweetNTENO
1918,week_25_page_4,FRIWED A BOTTLED BY STEREAFRESH HOP IPA
1919,week_25_page_4,"HEALTHY REWARDS 
OFFER WITH CARD 
$799 IR
-I 
SAVE $5
DES 
Counter Culture CENT 
Iridescent 
Coffee 
12 oz. 
Dark chocolate, berry-sweet taste with an easy, 
approachable flavor profile based on coffees 
from Latin America, Ethiopia, and Kenya. 
Discount Taken at Register 
While Supplies Last"
1920,week_26_page_1,"WE LONGEEARTH 
FAREO- WITH -"
1921,week_26_page_1,"HEALTHY REWARDS MEMBER EXCLUSIVE 
RING IN THE NEW YEAR WITH A GIFT FROM US! 
25% OFF ANY ONE ITEM
IN YOUR BASKET
EARTH FARE O"
1922,week_26_page_1,"Valid 12/27/17-1/2/18 
The “25% Off Offer"" coupon is valid for 25% off the most expensive item in your 
basket. Offer is valid at all Earth Fare locations. Coupon only valid from December 27, 
2017 - January 2, 2018. Offer is valid for Healthy Rewards customers only and is not 
transferable. Limit one offer per customer. Healthy Rewards card or ID and coupon must 
be provided in order to receive discount. Discount not valid on beer, wine or gift cards. Not 
valid with team member discount. No cash value. Subject to change without notice."
1923,week_26_page_1,"EST 1975GRASS NON-GMO....... SURF&TURF
$5/EACH 
$5/EACHSAVE $4.99 
Wild Caught 
Maine Lobster Tails 
3-4 oz. 
100% Traceable and Sustainably Sourced, 
No Water Additives or PreservativesSales Valid Wed. December 27 - Tues. January 2"
1924,week_26_page_1,FRESH
1925,week_26_page_1,"201Fresh$499/lb. 
SAVE $2/lb.MADE 
IN HOUSE 10% OFF
All Catering Trays 
From the Deli & Bakery 
All Varieties 
Make the Holidays a little easier 
with Earth Fare catering. 
Pre order 48 hours prior.ricanSRTIFBoneless Pork Roast 
Never Administered Antibiotics or 
Growth Hormones, 100% Vegetarian 
Diet, Never Fed Ractopamine, Never 
Raised in Gestation CratesumanesMADE 
IN HOUSE$599SAVE $1
Earth Fare 
Organic Florida 
Orange Juice
89 oz. 
Packed with vitamins A, C,
and thiamin, boost your 
immune system with a glass
of orange juice that's 
not from concentrate.EARTH 
FAREO 
100% ORANGE 
JUICE 
NO PULP 
NOT FROM CONCENpar$699/lb.
SAVE $4/lb. 
Cranberry Pecan 
Chicken Salad
From the Deli 
Cranberries and pecans provide a 
slightly sweet and delicious flavor. Made Fresh 
In-House, American Humane Certified Chicken, Never
Administered Antibiotics or Growth Hormones."
1926,week_26_page_1,"SAVE $5/lb. 
Cooked Shrimp
31-40 Count 
No Water Additives or Preservatives,
100% Traceable and Sustainably 
Sourced, Caught with Turtle-Safe Nets$999/lb."
1927,week_26_page_1,"SAVE up to $3.99 
Grass Fed 
Filet Mignon 
7-8 oz. 
Never Administered Antibiotics 
or Growth Hormones, Raised on 100% non-GMO Grass 
Pastures, High in Omega-3s and Conjugated Linoleic Acid 
Price per lb. in IN, NC, and Canton, OH Markets."
1928,week_26_page_1,FED
1929,week_26_page_1,From
1930,week_26_page_1,"Avocados
Mexico 
99¢ 
SAVE 50¢ 
Hass Avocados
Calavo 
An excellent source of healthy Omega-3 fats, studies show 
eating avocados supports cardiovascular health, healthy 
aging, and weight management. Consider eating 
avocados daily or several times a week.20% OFF 
All Sparkling
Wine 
All Sizes, Brands, & Varieties 
From French Champagne to Italian 
Prosecco, Earth Fare has your New 
Year's party covered with an array 
of options, including Organic and
non-GMO selections. 
Excludes OH & TN"
1931,week_26_page_1,AmeriFIE
1932,week_26_page_1,Veuve ClicquotBRUT
1933,week_26_page_1,ORGANICMADE WITH
1934,week_26_page_1,NON-GMO ORGANIC
1935,week_26_page_1,NONINGREDIENTS
1936,week_26_page_1,"$399 
SAVE $1 
Strawberries"
1937,week_26_page_1,"EMOEARTH FARE IS OPEN UNTIL 7PM NEW YEAR'S EVE; 9AM-6PM NEW YEAR'S DAYSAVE $1.51 
Organic 
Green Kale 
A nutritional Superfood, Kale is low in 
calories, high in fiber, iron and vitamins. 
Excludes Lacinato & Red Kale"
1938,week_26_page_1,"FLOW 
PRICE!CDTIMA"
1939,week_26_page_1,IMITA
1940,week_26_page_1,"1 lb.Eat them plain, or use for baking and smoothies, 
these nutrient-rich berries make it easy to 
incorporate healthy into your everyday diet."
1941,week_26_page_2,EARTH FARE 0
1942,week_26_page_2,"Rindu2/$7Shake before usingSAVE 98¢ on 2 
Homestead Creamery
Egg Nog
1 Quart 
With a rich, creamy, bold flavor
that is never washed down, 
Homestead Creamery takes pride
in providing farm-fresh products 
from 3rd and 4th generation family
farms in Virginia.2/$5SAVE $1.98 on 2 
Kevita 
Kombucha 
12.2 - 16 oz., 
Select Varieties 
KeVita Probiotic Drinks are light 
and refreshing with a delicious 
fruit taste. Fermented with 
water kefir culture, every bottle 
has 4 strains of live probiotics 
and 4 billion CFUS.CON EARTH FARE BRAND ..Sales Valid Wed. December 27 - Tues. January 2"
1943,week_26_page_2,"EARTH 
FARELINATOS"
1944,week_26_page_2,"7700$599/1b. 
SAVE $3/lb. 
Bulk 
Pollinator 
Friendly 
Almond Butter 
Almond Butter gives you a dose of Vitamin E, 
helps lower cholesterol, and is high in magnesium, 
which boosts your overall heart health.FRIEND"
1945,week_26_page_2,"NON-GMO
2/$7SAVE $2.98 on 2 
R.W. Knudsen 
Sparkling 
Ciders 
25.4 oz.- 750 ml., 
Select Varieties 
The perfect drink for 
special occasions. Made 
with the joy of the harvest, 
these non-alcoholic, 
sparkling beverages help 
you celebrate in style."
1946,week_26_page_2,"Homestead 
CreameryNESTER"
1947,week_26_page_2,"parkling 
ORGANIC APPLE"
1948,week_26_page_2,"$999/lb. 
SAVE $2/lb. 
Bulk 
Salted & Unsalted 
Deluxe Roasted 
Mixed Nuts 
A delicious balanced mix of nuts combined 
to satisfy nut lovers everywhere!"
1949,week_26_page_2,"ORGANIC APPLE
W ir wrywie wirke 
we we, with wher ingredienW.KNUDSENS"
1950,week_26_page_2,"nutrient rich 
whole grainsNew!GLUTEN 
FREE
2/$6 
Fire-Roasted Veggie
SAVE $1.98 on 2
Van's 
Crackers
4-5 oz., Select Varieties 
Gluten-Free and full of flavor, these crackers are
perfect for dipping or snacking."
1951,week_26_page_2,ORGANIC
1952,week_26_page_2,"van'sloaded with 
brown rice, oats, 
millet, quinoa
amaranthnatural foods"
1953,week_26_page_2,siggis
1954,week_26_page_2,"""STYLIFT FLOWSTE"
1955,week_26_page_2,4/$5
1956,week_26_page_2,"MADE WITHSAVE $2.16 on 4 
Icelandic 
Style Yogurt 
5.3 oz., Select Varieties 
The Traditional Yogurt of Iceland, made with milk from 
grass-fed cows, simple ingredients and not a lot of sugar.Icelandic style skyr 
strained non-fat yogurt
Grade A 0% milkfat"
1957,week_26_page_2,"MASTER BREW 
KOMBUCHALIVE 
PROBIOTICKEVITANATURALLY 
ENERGIZINGLAVENDER
MELON 
15.2 fl oz/ 450 mlUSDA"
1958,week_26_page_2,Net WE
1959,week_26_page_2,VANILLA5.30(15g
1960,week_26_page_2,PERFECT FOR PARTIES with FRIENDS
1961,week_26_page_2,"crispy whole grain baked crackers
gluten freeKoeping It Roll
SomNEL WTOZATOGF"
1962,week_26_page_2,"THING CRISPYUSDWegORGANIC 
LATEJULY"
1963,week_26_page_2,"Organic 
SEA SALTSNACKSSTO"
1964,week_26_page_2,"AMAZINGLY DELICIOUS ANET WTANTE 
Restaurant Style
TORTILLA CHIPS"
1965,week_26_page_2,.....
1966,week_26_page_2,INGREDIENTS
1967,week_26_page_2,1102 (3129)
1968,week_26_page_2,"of GlutenGLUTEN 
FREEMozzarella Parmesan
Monterey JackudisExcellent 
Source of 
Protein & 
CalciumSource"
1969,week_26_page_2,"EARTH
FAREO. 
Organic"
1970,week_26_page_2,"EARTH 
FAREO 
Organic
SALTED 
PEANUT BUTTERORGANIC"
1971,week_26_page_2,"SAVE 50¢
Earth Fare 
Organic Conserves 
16.5 - 17.5 oz, Select Varieties
Perfect on top of toast, ice cream, 
or desserts, our natural fruit conserves
bring juicy flavor to any dish.EarthFare 
ORGANIC$349Strawberry
CONSERVES 
MANET WT 16.5 OZ (46892ORGANIC"
1972,week_26_page_2,"ORGANIC & GLUTEN FREE 
CORNFLAKES SWEETENED 
WITH ORGANIC CANE SUGARORGANIC 
FROSTED 
FLAKES$349 
SAVE 50¢
Earth Fare 
Organic Kids Cereal
10.6 oz., Select Varieties 
These organic kids breakfast cereals are a 
fun, healthy way to start the day. Gluten-free,
preservative-free, and non-GMO.GLUTEN
FREE 
HABE"
1973,week_26_page_2,"SAVE $2.98 on 2
Late July 
Restaurant Style
Tortilla Chips 
Three Cheese
10-11 oz., Select Varieties 
C. PIZZA
Committed to sourcing the 
highest quality ingredients that
are free of toxic persistent 
pesticides, artificial flavors,
colors, and preservatives. 
Udi's 
Frozen Pizza 
10 - 18.5 oz., Select Varieties 
A savory sauce of vine-ripened tomatoes, extra-virgin olive oil, 
garlic, and spices, are all spread over Udi's baked-to-perfection thin 
and crispy gluten free crust!2/$5"
1974,week_26_page_2,Gluten Free
1975,week_26_page_2,"EVERYDAY LOW PRICE
Earth Fare 
Organic Peanut Butter
16 oz., Select Varieties 
Made with simple natural ingredients—including 
dry roasted U.S. peanuts and sea salt. Enjoy on 
sandwiches, apple slices, or as an addition to
your next smoothie.$499"
1976,week_26_page_2,"30% OFFKEEP FROZEN 
NET WT. 16.1021) 456"
1977,week_26_page_2,OUR
1978,week_26_page_2,/
1979,week_26_page_2,cond WE PLEDGE OUR FOOD IS FREE OF:
1980,week_26_page_2,"- Added hormones 
- High fructose corn syrup 
- Bleached or bromated flour- Antibiotics
Artificial sweeteners 
- Artificial colors or flavors- Artificial fats and trans-fats
Artificial preservatives"
1981,week_26_page_2,PHILOSOPHY
1982,week_26_page_3,"60 CORSales Valid Wed. December 27 - Tues. January 2 EARTH FARE *KINKBORAGEEARTH 
OrganicNET WT2021AREoriginal 
hummus"
1983,week_26_page_3,AMWAYFAREhet tenues NEW
1984,week_26_page_3,2/$7
1985,week_26_page_3,160AG
1986,week_26_page_3,"JACK'S 
FREE SPECIALNET WT. 16 OZ (I ID) 4545GARDEN FRESH2/$5"
1987,week_26_page_3,"EARTHroasted 
Organic red pepper
hummusroasted"
1988,week_26_page_3,SALSA
1989,week_26_page_3,Organichummusganicgarlic
1990,week_26_page_3,edamameobcanichummus
1991,week_26_page_3,$299
1992,week_26_page_3,YUELASPRETZILLA
1993,week_26_page_3,"DOBITESPRETZILLA 
PREMIUM SOFT PRETZEL"
1994,week_26_page_3,Original BagelketHearth
1995,week_26_page_3,SongGINEWYORK STYLE BAGELS2/$6The Patient Bakers
1996,week_26_page_3,MALE
1997,week_26_page_3,"JAG SIAL 
$699/1b.
$1 OFF
SAVE 98¢ on 2 
SAVE up to $2/1b.
Earth Fare 
Party Dips
Kale Lemonade 
MADE
Organic
ORGANIC 
From the Juice Bar
IN HOUSE 
& Spreads
Hummus 
12 oz., 16 oz., 20 oz.
8 oz., Original, Roasted 
From the Deli
Get the health benefits of Kale 
Red Pepper, Roasted
MADE WITH
in this delicious and refreshing 
Spinach Artichoke Dip,
Garlic, and Edamame 
Pimento Cheese, & Bruschetta
juice, available at the Earth Fare
Organic, Made with 
Made with rBST-Free Cheese and All-Natural
ORGANIC 
Organic Juice and Coffee Bar. 
non-GMO ingredients
SAVE $3.98 on 2 
ingredients for entertaining or snacking.
Packed with Vitamins A, C and K.
INGREDIENTS
Garden Fresh
All Natural Salsa 
HEALTHY REWARDS
16 oz., Select Varieties 
OFFER WITH CARD
Sticking with tradition, Garden Fresh
VEGAN 
FRESH
salsa is made in small batches with 
$499/Pack 
NON-GMO
quality ingredients to ensure its
signature, flavorful taste. 
SAVE $1/Pack
SAVE $1 
8-Pack Mini
Pretzilla
KOSHER 
Croissants
EVERYTHING
Pretzel Bites
4 oz., All Varieties 
From the Bakery
$1299 
Craft baked soft pretzel, Vegan, 
Select Varieties
produced in a nut free facility. Kosher. 
Soft and Buttery, Baked Fresh In-House
SAVE up to $11 
Discount Taken at Register
UNO
Malbec 
SAVE $1.98 on 2
750 mL. 
The Original 
$949
Wild berry and plum 
Derma e 
Bagel Company
Splet pour les SIERRA NEVADA
flavors with smoke and 
SAVE $1.50
vanilla joining through the 
Facial, Body,
Bagels 
Sierra Nevada
persistent finish. Pairs well 
& Hair Care 
6 Pack, All Varieties
with any red meat, roasted 
Non-GMO, kettle-boiled bagels without Celebration
lamb, grilled vegetables, 
All Sizes & Varieties 
artificial preservatives are the
and any aged cheese. 
Derma e crafts powerful, therapeutic
Beer
perfect way to wake up. 
products that are as skin-friendly as
6 Pack Bottles 
they are earth-friendly. 100% vegan,
Celebration Ale is one of the earliest examples of an 
cruelty-free formulas do not contain
American-style IPA and one of the few hop-forward 
parabens, sodium lauryl sulfates,
holiday beers. Famous for its intense citrus and pine 
petrolatum, mineral oil, artificial colors, 
gluten, soy, or GMO's. Now that's
aromas, Celebration is a bold and intense holiday IPA. 
Renew Life 
RenewLife
$9.99 Everyday Low Price in OH 
honest-to-goodness skin care.
Everyday BRAND WIDE SALE
Ultimate 
HEALTHY REWARDS
FLORA
All Sizes & Varieties 
OFFER WITH CARD
Pioneering digestive wellness for 
CRUELTY
nearly two decades with superiorFREE RECEIVE AN
quality probiotics, fiber, digestive 
EXTRA 5% OFF
aids, enzymes, and internal
ORIGINALS
cleanses to help people achieve 
Discount Taken at Register
optimal health from the inside out.20% OFF 
Country Life, 
Biochem, & Iron-Tek 
BRAND WIDE SALE 
All Sizes & Varieties 
Trusted nutritional supplements of 
the highest quality and purity for your 
healthy day-to-day living. 
HEALTHY REWARDS 
OFFER WITH CARD 
RECEIVE AN 
EXTRA 5% OFF 
Discount Taken at RegisterSupetary 6Bhas"
1998,week_26_page_3,"EBRATION
2016 
2016 CA CELEBRATION 
CELEBRATIONSIERRA NEVA2016 
CELEBRATIONOdley"
1999,week_26_page_3,20% OFF
2000,week_26_page_3,NEVADAIngredientsCELEBRATIONSIERRANCELEBRATION
2001,week_26_page_3,"2013 
MALBECANTICAL"
2002,week_26_page_3,HYDRATING
2003,week_26_page_3,TISAN
2004,week_26_page_3,"-
- 
MANDA ARGENTINA"
2005,week_26_page_3,REWDROTTLED BY SIERRA NEVADA BIWIND COFRESH HOP IPA
2006,week_26_page_3,"DERMA:E 
Hydrating Cleanser 
Hyaluronic Acid 
Nettoyant facial"
2007,week_26_page_3,20% OFF
2008,week_26_page_3,"EARTH FARE 
HEALTHY 
REWARDSDownload on theJOIN 
HEALTHY
REWARDS™ 
IT'S FREE & EASY!
Join in-store and 
download our App for 
more exclusive deals.App StoreGET IT ON"
2009,week_26_page_3,"PROBIOTIC15 BILLION LIVE CULTURES20 VEGETABLE 
JUCAPSULES12 PROBIOTIC STRAINS 
• Promotes Digestive Balance 
• Supports Digestive & Immune HealthPROBIOTIC 
SUPPLEMENT"
2010,week_26_page_3,TRADITIONALNATURALFAMILY RECIPES
2011,week_26_page_3,"THESE STATEMENTS HAVE NOT BEEN EVALUATED BY THE FOOD 
AND DAUG ADMINISTRATION THIS PRODUCT S NOT INTENDED 
TO DIAGNOSE TREAL CURE OR PREVENT ANY DISEASE"
2012,week_26_page_3,"SH150 
UNCURED APPLEWOOD SMOKED HAM 
NOTICES ARTIESTERE P
E RFECT 
NO ANTIBIOTICS
HUMANELY GRAIN FED
ANELY 
EVER
PORK & 
RAISED1939"
2013,week_26_page_3,"$399 
SAVE $19 oz.Chicken 
Salad 
From the DeliSignature item, made fresh in-house in small batches 
from American Humane Certified chicken that is never
ed antibiotics or arowth hormones, accompanied 
by buttermilk ranch made with non-GMO organic sunflower 
oil, fresh buttermilk, nonfat yogurt, and real sour cream."
2014,week_26_page_3,"CINDYSericanDRESSING BOIPMADE 
IN HOUSEHum"
2015,week_26_page_3,buttermilk)ENZIME
2016,week_26_page_3,"SAVE $2/lb. 
Dietz & Watson
Applewood 
Smoked Ham
From the Deli 
Free of Added Nitrates and Nitrites, 
Humanely Raised, Never Administered
Antibiotics or Growth Hormones.$999/lb."
2017,week_26_page_3,Crispy
2018,week_26_page_3,FIFOSERVmanes
2019,week_26_page_3,10.
2020,week_26_page_3,"D3 
GUMMIES1000 LU. 
Certified Gluten-Free 
Maintains healthy bones and teeth 
Promotes immune system health 
Easy absorption***
. .. .. 
STRAWBERRY & ORANGE
FLAVORSDietary coCountry
Life-PLEDGESummiesINTEGRITY"
2021,week_26_page_3,Google Play
2022,week_26_page_4,EARTH FARE
2023,week_26_page_4,Sales Valid Wed. December 27 - Tues. January 2
2024,week_26_page_4,"$599/lb.SAVE $4/lb. 
New Crop 
Cherries 
The perfect grab-and-go snack! Sweet in flavor 
and full of antioxidants, vitamins, and minerals."
2025,week_26_page_4,"MORE ORGANIC PRODUCE
THAN ANYONE ELSE"
2026,week_26_page_4,"MADE 
HEALTHY REWARDS
IN HOUSE 
OFFER WITH CARD 
$1 OFF 
PER POUND 
Salsa & Guacamole 
From the Produce Dept. 
Made in-house with only the freshest ingredients and 
ready to meet your standards for spice and flavor. 
Discount Taken at Register$1199/lb. NON-GMO 
SAVE $3/lb. 
Wild Caught 
Alaska Coho 
Salmon Fillet Wild, Natural & Sustainable 
100% Traceable and Sustainably Sourced, All Earth 
Fare Salmon is non-GMO, Superior Flavor, Great 
Source of Omega-3 Fatty Acids, Product of the 
USA (Alaska), Frozen at Sea$1199/lb. 
SAVE $2/lb.
Wild Caught
Key West 
Fresh
Pink Shrimp 
Florida
21-30 Count 
No Water Additives or Preservatives, 100% Traceable 
and Sustainably Sourced, Caught with Turtle-Safe Nets"
2027,week_26_page_4,"HALF 
OFF"
2028,week_26_page_4,ORGANIC
2029,week_26_page_4,"Rich in sweet juice, seedless and easy 
to peel, vitamin-packed navels get their name 
from the area opposite its stem that looks like 
a human belly button. Gobble fresh, chop into 
salads or baked goods, or zest.$199/lb. 
SAVE $1/lb. 
Organic 
Navel OrangesORGANICNON-GMO"
2030,week_26_page_4,"$199/lb.
NON-GMO 
SAVE $2/lb. 
Organic Broccoli 
One of the healthiest foods, broccoli is 
a great source of vitamins K and C, a 
good source of folate (folic acid) and 
also provides potassium and fiber."
2031,week_26_page_4,ALASKAS
2032,week_26_page_4,FRESH
2033,week_26_page_4,ORGANIC
2034,week_26_page_4,"$399SAVE $1.50 
Organic
NON-GMO 
Blueberries 
Half Pint 
Did You Know... At Earth Fare we never 
commingle our organic items. What does that 
mean? We promise our organic items will never 
touch conventional items, ensuring that our 
produce is organic from start to finish!"
2035,week_26_page_4,ORGANIC
2036,week_26_page_4,"4/$103 oz.EVERYDAY LOW PRICE 
Alaska Cod Cakes"
2037,week_26_page_4,Ame.can Ho
2038,week_26_page_4,"manesRTIFY$399/1b. 
SAVE up to $2/1b.
Fresh 
Boneless, Skinless
Chicken Breast"
2039,week_26_page_4,"$499/Bag 
SAVE $2/Bag 
2 lb. Bag 
Organic LemonsHigh in Vitamin C, add to 
water for natural flavor.NON-GMO"
2040,week_26_page_4,"GRASSNever Administered Antibiotics or Growth Hormones, 
100% Vegetarian Diet, 3rd Party Certified Humanely Raised$499/lb. 
EVERYDAY 
LOW PRICE 
Ground Fresh 3X Daily 
Grass Fed 
Ground Sirloin & Round 
Never Administered Antibiotics or Growth Hormones, 
Raised on 100% non-GMO Grass Pastures, High in 
Omega-3s and Conjugated Linoleic AcidFEDTO FIND THE STORE NEAREST YOU, VISIT EARTHFARE.COMWhile supplies last. Offers may vary by store. Subject to change without notice. Statements have not been evaluated by the Food and Drug 
Administration. Products are not intended to diagnose, treat, cure or prevent any disease. EARTH FARE and the tomato logo. Reg. U.S. Pat. & Tm. Off.NON-GMOThe paper in this insert was provided through
a PEFC Certified Paper Manufacturer. 
For more information go to www.pefc.org."
2041,week_26_page_4,"From the Seafood Department 
100% Traceable & Sustainably Sourced, No Water 
Additives or Preservatives"
2042,week_26_page_4,"$599 NON-GMO 
EVERYDAY 
LOW PRICE 
Hot Smoked 
Salmon Fillets 
From the Seafood Department100% Traceable and Sustainably Sourced, All Earth 
Fare Salmon is non-GMO, Superior Flavor, Great Source 
of Omega-3 Fatty Acids, Product of the USA"
2043,week_26_page_4,"$249/1b.
VIVATIERRA 
SAVE 50¢/lb. 
Organic Gala, Granny Smith, 
& Braeburn Apples 
Whether you're baking, juicing, or eating, it's the perfect 
time of year to enjoy your favorite apple!"
2044,week_26_page_4,Organic to the Core® since 1984
2045,week_26_page_4,ORGANIC NON-GMO
2046,week_26_page_4,4 oz.
2047,week_27_page_1,"MADE WITHV 
INGREDIENTS"
2048,week_27_page_1,VE LONGES
2049,week_27_page_1,"CARTH FAREEARTH
FAREO. 
OrganicGraHEALTHY 
REWARDSCHIPScherry 
tomato & 
spinach 
thin crust pizzaEARTH 
FARETOT I ORGANIC 
MOETUILLA CHIESA SPICE
DOEN TOMATOEARTH
FARE. 
OrganicCHimalayan Pink SaltOgENTEREDEARTH48Organicgreen tea"
2050,week_27_page_1,"EARTH FAREGRAPEFRUITEARN 5 POINTS 
FOR EVERY DOLLAR 
Spent on Earth Fare Brand Products! 
Healthy Rewards Members Only 
Sign up in store for FREE!EARTH
FARE 
OrganicFROSTED 
FLAKES"
2051,week_27_page_1,"Organiccoconut 
water 
TONI"
2052,week_27_page_1,"SIGN UP FOR EMAIL DEALS & MORE AT EARTHFARE.COM– WITH – 
EARTH 
FAREOSales Valid Wed. January 3 - Tues. January 9KEVITA 
MASTER BREW 
KOMBUCHA 
| SAVE $1.98 on 2
Kevita 
Kombucha
12.2 - 16 oz.,
Select Varieties 
KeVita Probiotic Drinks are light and refreshing
with a delicious fruit taste. Fermented with 
water kefir culture, every bottle has 4 strains of
live probiotics and 4 billion CFUS.$ 1099/lb.SAVE $4/1b. 
Fresh 
Icelandic 
Steelhead Trout 
6 oz. 
Superior Flavor, 100% Traceable and Sustainably 
Sourced, No Synthethic Color AddedORGANIC $2099
SAVE $9 
Amazing
Grass
Green 
Superfood 
30 Servings, All Varieties 
Get your daily dose of nutritious whole 
greens. Every serving is chock full of all the 
necessary vitamins and minerals you and
your family need. And it tastes great!NON
GMO 
ORGANIC
Project 
VERIFIED 
nongmoproject.org 
$599/lb. 
SAVE $3/lb.
Organic
Boneless 
Chicken Breast 
Never Administered Antibiotics or Growth 
Hormones, 100% Vegetarian Diet, 3rd Party
Certified Humanely Raised$699/lb. 
SAVE $4/lb.
Original 
Chicken Salad
From the Deli 
A customer favorite, featuring
hand-shredded chicken and 
our signature dressing. Made
Fresh In-House, American
Humane Certified Chicken, 
Never Administered Antibiotics
or Growth Hormones."
2053,week_27_page_1,"EARTH
FARE 
Chocolate Chunks
MULTIGRAIN SQUARESUN 
cinnamon 
applesauceBELAN5 Snack BarsOrganicOrganicfarfalleSEARTH 
HAZELNUT SPREAD"
2054,week_27_page_1,"EARTH 
FARE"
2055,week_27_page_1,"ORGANIC GLUTEN FREE 
CORNFLAKES SWEETENED 
WITH ORGANIC CANE SUGAR"
2056,week_27_page_1,"EARTH 
FAREJAN-STYLE 
bread CrumbsDUBE"
2057,week_27_page_1,"MotherMAPLE SYRUPw GownAPPLE CIDE 
VINEGAREARTH 
FAREO"
2058,week_27_page_1,1160200
2059,week_27_page_1,EST 1975
2060,week_27_page_1,"SAVE $1.51 
Organic 
Green Kale 
A nutritional Superfood, Kale is low in 
calories, high in fiber, iron and vitamins. 
Excludes Lacinato & Red Kale99¢NON-GMO ORGANIC"
2061,week_27_page_1,FRESH
2062,week_27_page_1,"can HMADE 
IN HOUSEmanes"
2063,week_27_page_1,ORGANIC
2064,week_27_page_1,"$349/lb. 
SAVE $1/lb. 
Organic 
Honeycrisp 
Apples 
Exceptionally crisp and flavorful, 
also great for cooking and ciders."
2065,week_27_page_1,AmerinSERTIFIED
2066,week_27_page_1,"CDTIMALOW 
PRICE!"
2067,week_27_page_1,LIMITENE ONLL
2068,week_27_page_1,NON-GMO
2069,week_27_page_1,"$499/Ib. 
SAVE $5/lb. 
New Crop 
Cherries 
The perfect grab-and-go snack! Sweet in flavor and full 
ofantioxidants, vitamins, and minerals."
