,flyer_name,text
1734,week_24_page_1,"MOSCATO 
Premium Spare Wine"
1735,week_24_page_1,"NON-GMOGRASS 
FED"
1736,week_24_page_1,"HEALTHY REWARDS 
OFFER WITH CARD"
1737,week_24_page_1,$1 99/lb.
1738,week_24_page_1,From
1739,week_24_page_1,99¢
1740,week_24_page_1,FIEDmanesERAmeric
1741,week_24_page_1,can HU
1742,week_24_page_1,ALASKAS
1743,week_24_page_1,"MADE 
IN HOUSE"
1744,week_24_page_1,ORGANIC
1745,week_24_page_1,Calavo
1746,week_24_page_1,LED TIME
1747,week_24_page_1,EST 1975
1748,week_24_page_1,"100% Vegetarian Fed and Never Administered
Antibiotics or Growth Hormones. 
Reserve in store today.CELEBRATE CLEAN 
WITH OUR STANDING RIB 
ROAST AND SPIRAL HAM"
1749,week_24_page_1,— WITH -
1750,week_24_page_1,WE LONGEST
1751,week_24_page_2,PHILOSOPHYL
1752,week_24_page_2,"- Artificial fats and trans-fats 
Artificial preservativesAntibiotics 
• Artificial sweeteners 
- Artificial colors or flavors- Added hormones 
- High fructose corn syrup 
- Bleached or bromated flour"
1753,week_24_page_2,ord WE PLEDGE OUR FOOD IS FREE OF:
1754,week_24_page_2,OUR
1755,week_24_page_2,"NEW•Pupper Quiche•$399••Assorted Phyllo Pastry Appetizers••4 of each Spinach 8 Swiss Three Chase and MushroomSAVE 50¢
Earth Fare 
Frozen Mini Quiches
6.25 oz. 
Contains four of each: Spinach & 
Swiss, Three Cheese, Mushroom
and Pepper. Vegetarian.•••VEGETARIANNET WT 6.25 OZ (1779)•Sales Valid Wed. December 13 - Tues. December 19•2 ƏASSURERITSE 
ORGANIC
$599 
SUSCEIJI 
$399 
FRESIASIRINE S Y RAC IZLARGE GRADAR
ORGANIC 
Half
SAVE $1 
& Half
ON TAICELE TERRES SERIES TMERICA ESPECT
(108 
SAVE $2 
PASTURE RAISED
Evolution Fresh 
ORGANIC
ALFRESCO EGGS BY VITAL FARMS 
VALLEY 
Vital Farms
Organic Juices 
SAVE $1.98 on 2 
Alfresco Large
11-15.2 oz., Select Varieties 
Organic Valley
Cold-pressed to protect the flavor and nutrients of 
Pasture Raised Eggs
DEFENSE UP""
the raw ingredients. No added colors or flavors. 
Half & Half
1 Dozen 
1 Quart, Select Varieties 
The highest quality antibiotic-free feed available is sourced for
$399 
Gets its smooth texture and rich flavor
these eggs, which have all the taste and nutrition benefits 
from green pastures where cows spend their of a pasture-raised lifestyle.
SAVE $1 
days. Add to your morning coffee, or use 
as a topping for holiday pies.
Blue Sky 
ORGANIC
Zero Calorie Soda 
Wholesome.
Enjoy
6 Pack, Select Varieties 
life
Naturally flavored and always
free of caffeine. 
ORGANIC 
$399
Mini Chips 
SAVE $1
CANE SUGAR 
Wholesome
SAVE $2 
Simply Organic 
Sweeteners
Enjoy Life 
Seasonings
NON-GMO 
Organic. 
Organic Sugar
Chocolate Chips 
Select Sizes & Varieties 
From baking sweet treats to 
1-2 lb., Select Varieties
9-10 oz., Select Varieties 
enhancing savory entrées,
Delicious, Fair Trade Certified, Organic, Natura,l and Rich, smooth, premium chocolate that is dairy-free, 
these seasonings add just the
Non-GMO Project Verified sweeteners sourced from nut-free, and soy-free, which means everyone can help 
right touch to any dish. 
ethically and environmentally responsible
make (and eat!) cookies, truffles, fudge, and more. 
growers and manufacturers.
GLUTEN
VEGAN
FREE 
MADE WITH•110$549•FREEFREESAVE $1
Earth Fare 
Organic Maple Syrup
8 oz., Select Varieties 
Our Grade A, Organic Vermont Maple Syrup offers
loads of essential vitamins and minerals. Use in 
while baking or on top of waffles or pancakes for a
favorite everybody loves. 
• • • • • • • • • • • • • •EARTH
FAREO. 
OrganicGRADE A DARK COLOR
ROBUST TASTEmaple 
syrupSFL OZ237910ORGANICUSDA••••••$499 
SAVE $1
Earth Fare 
ORGANIC Organic Frozen
Thin Crust Pizzas
12-13 oz., Select Varieties 
Wood-fired, stone-baked, and made the 
old-fashioned way in Italy. Free of artificial
colors, preservatives, and flavors.•TOPPED WITH ORGANIC 
MOZZARELLA CHEESE SPINACH LEAVES
AND CHERRY TOMATOEScherry 
tomato & 
spinach 
thin crust pizza•••••EARTH
FAREO. 
Organic$499 
SAVE $2 
Alden's 
Ice Cream LES CAZU NO ARTIFICIAL GROWTH HORMONES C O 
48 oz., Select Varieties 
Hailing from Oregon, this ice cream is never made with 
artificial growth hormones, flavoring, or coloring. It's 
Certified Organic and supports family farms.•$699•••••••••••••"
1756,week_24_page_2,"CHOCOLATE 
CHOCOLATE CHIP 
NO ARTIFICIAL GROWTH HORMONESPREMIUMUPPORTINGELY FARMCE CREAM1.5 TS LAZU 
Kerp From"
1757,week_24_page_2,"ORGANIC 
Alden's 
ORGANIC"
1758,week_24_page_2,"PERO PABEEP FROZEN 
COX THOROUGHLY"
1759,week_24_page_2,FREE
1760,week_24_page_2,"USOA 
ORGANG)"
1761,week_24_page_2,"MINI QUICHEEARTH 
FARECReady in 
15 Minutes 
12 Pieces"
1762,week_24_page_2,"O dalya 
deliciously dairy-free
SAVE $2 
CHEEZE LOVER'S
daiya 
Frozen Pizza
15.7-19.4 oz., Select Varieties 
A delicious combination of a crispy gluten-free crust, zesty
tomato sauce, dairy-free Mozzarella and Cheddar Style 
Shreds. It's pizza perfection at its best, and soon it will be
the favorite at your family table."
1763,week_24_page_2,ORGANIC
1764,week_24_page_2,"NET WT 
19724440 
VERZONWITH GOURMET INGREDIENTS
GLUTEN-FREE PIZZACHOLESTEROL 
LEZADAIRY 
SOY FREENm"
1765,week_24_page_2,INGREDIENTS
1766,week_24_page_2,..... CON EARTH FARE BRAND ...
1767,week_24_page_2,cinnamonNET WT.2.45 OZ. (699)
1768,week_24_page_2,"WI20 sugar 
DERBY 
MASODApero sugar 
HERRY1971INSODASODAS88AMILLA"
1769,week_24_page_2,MILLO
1770,week_24_page_2,"zero sugar 
CHERRY"
1771,week_24_page_2,"Grafop 
2005 Baking 
and SprinklingExtrated!232-69JuiceC"
1772,week_24_page_2,simply
1773,week_24_page_2,"af frogdairy, nut & soy freedairy, nut & soy freesemi-sweet chocolate"
1774,week_24_page_2,ZERO SUGAR
1775,week_24_page_2,ZERO SUGAR
1776,week_24_page_2,ZERO SUGAR
1777,week_24_page_2,30% OFF
1778,week_24_page_2,"AMERICAS 
ALLERGY 
FRIENDLY
BAKING 
CHOCOLATE!*dairy nuts soy free"
1779,week_24_page_2,$499ORGANIC
1780,week_24_page_2,LIVE SWEETLY.LOOK
1781,week_24_page_2,NEW
1782,week_24_page_2,"USDA
ORGAN 
Half & Half 
Ultra Pasteurized 
Grade A 
QUART (946 ml)"
1783,week_24_page_2,"HIGH PRESSURE PROCESSED 
FRUIT PUREE ANO JUICE
BLEND SMOOTHIE 
15.2 FL OZ / 450 ml"
1784,week_24_page_2,"COLD-PRESSE,evolution"
1785,week_24_page_2,FRESH
1786,week_24_page_2,2/$7
1787,week_24_page_2,atON FAMILY TARZS ACROSS AMERICA
1788,week_24_page_2,"HUMANE 
A ROLIFORAGE 
EAR ROUNDETHICALESD"
1789,week_24_page_2,CERTIFIEDTDOORS
1790,week_24_page_2,"Organic 
Half 
& HalfPasteurised"
1791,week_24_page_2,MADE
1792,week_24_page_2,Ultra
1793,week_24_page_2,EARTH FARE 0
1794,week_24_page_3,"Google PlayHEALTHY 
REWARDSCARTH FAREDOWNLOAD THE 
HEALTHY REWARDST
APP NOW! 
IT'S FREE & EASY!
LIMITED TIME OFFER: 
Earn a FREE Whole Roasted 
Chicken with visits to the 
hot bar or salad bar. 
See app for details.Download on the"
1795,week_24_page_3,App Store
1796,week_24_page_3,Discount Taken at Register
1797,week_24_page_3,GET IT ON
1798,week_24_page_3,"$349/PackA RELAXING NUTRIENT DRINK 
FOR EXTRA SLEEP SUPPORT 
4 oz (113 g). Dietary SupplemenCALM100% NATURALSAVE $1/Pack 
10-Pack Mini Cookies 
From the Bakery
All Varieties 
SAVE 50¢
Fresh Baked In-House with No Artificial 
Aunt Millie's
Sweeteners, Flavors, or Preservatives
Discount Taken at Register 
Dinner Rolls
12 Pack, All Varieties 
Available in Wheat, White, & Hawaiian 
Soft, slightly sweet. No bleached or bromated
flour, no artificial sweeteners.. 
HAWAIIAN 
Dinner Rolls 
12 ROLLS20% OFF
Natural Vitality
Natural Calm 
Magnesium Support
All Sizes & Varieties 
Unwind and revitalize your body with minerals 
sourced from the ocean's rich mineral content
in a fast-acting formula. 
Excludes Calm 5 Pack Singles & Cases
HEALTHY REWARDS 
OFFER WITH CARD$3 OFFRECEIVE AN EXTRA 5% OFFCalmful SleepSPECIFICS -Wildberry FlavorNATURAL O VITALITYNeoCell 
BRAND WIDE SALE
All Sizes & Varieties 
Designed specifically to support the Collagen 
systems in our bodies such as those that 
maintain vibrant youth, radiant beauty,
and total body wellness.SAVE $3.98 on 2 
Blount 
Organic Soup Cups 
16 oz., All Varieties 
Made with USDA Certified Organic and 
non-GMO ingredients. Choose from four 
flavors including Tomato Bisque, 
Ancient Grain Minestrone, Broccoli and 
Cheddar, and Vegetarian Chili. Comes in 
a cool-grip container.2/$8"
1799,week_24_page_3,"High quality, safe toys that are non-toxic 
and sustainable, made to delight and
inspire creativity."
1800,week_24_page_3,"MATCHING GANUMBER ACTIVITIES 
Melissa l Drug$499-$2999 
Melissa & Doug
ToysCATCHCOUNT. 
FISHING GAMESOFUL CATCH WITH"
1801,week_24_page_3,"S, AND"
1802,week_24_page_3,"Collagen Type 1&3 
Skin RebuilderHyaluronic Acid 
Shin HedeationVitamin C 
Collagen EnhancGourmet Collagen Soft ChewsNE OCE LLBeauty2.000 MG COLLAGENorien om"
1803,week_24_page_3,Bursts
1804,week_24_page_3,"WINE CELLARS 
CALIFORNIA CHARDONNAY"
1805,week_24_page_3,BIG TOMATO
1806,week_24_page_3,Natural
1807,week_24_page_3,"SAVE $1 
Big Tomato 
Wines 
750 mL., All Varieties 
From a 5th generation, family owned 
and managed wine company, these are 
the perfect wines to have on hand for 
unexpected guests, or just for yourself. 
Only available at Earth Fare.$699"
1808,week_24_page_3,"$599/lb. 
SAVE $2/lb.
Broccoli & 
Cranberry Salad
From the Deli 
The perfect seasonal side to accompany any
main course! Broccoli salad bursting with the 
bright flavor of cranberries. Made Fresh In-House."
1809,week_24_page_3,$349NET WT 12 CZ (340g)
1810,week_24_page_3,"Organic 
Ancient Grain 
Minestrone Soup
VEGAN 
NET WT, 16 OZ (116) 4546 KEEP REFRIGERATEDDometically 
Incine Incredients 
SIDA OCT A TION DOO"
1811,week_24_page_3,FRESH
1812,week_24_page_3,"MADE 
IN HOUSE"
1813,week_24_page_3,ORGANIC
1814,week_24_page_3,California Milk Advisory Board
1815,week_24_page_3,REALMILK
1816,week_24_page_3,"EVERYDAY 
LOW PRICE 
8-Inch Cakes 
& Sheet Cakes 
From the Bakery 
All cookies, muffins, and cakes that we 
bake fresh in-house use only non-GMO 
ingredients and cage free eggs. We never 
use artificial flavors, colors, sweeteners, 
or preservatives. We never use 
hydrogenated oils.$1999"
1817,week_24_page_3,"LOW 
PRICE!"
1818,week_24_page_3,"$699/1b. 
SAVE up to $2/1b. 
Party Dips 
& Spreads 
From the Deli
CALIFORNIA 
Spinach Artichoke Dip, 
Pimento Cheese, & Bruschetta 
Made with rBST-Free Cheese and All-Natural Look for the Seal 
ingredients for entertaining or snacking."
1819,week_24_page_3,"10% OFF 
All Catering Trays 
From the Deli 
& the Bakery 
All Varieties 
Make the Holidays a little easier 
with Earth Fare catering. 
Pre-order 48 hours prior 
Discount Taken at Register"
1820,week_24_page_3,"100% 
CLEAN"
1821,week_24_page_3,"MADE 
IN HOUSE"
1822,week_24_page_3,Sales Valid Wed. December 13 - Tues. December 19 EARTH FARE *
1823,week_24_page_4,"The paper in this insert was provided through
a PEFC Certified Paper Manufacturer. 
For more information go to www.pefc.org.TO FIND THE STORE NEAREST YOU, VISIT EARTHFARE.COM"
1824,week_24_page_4,"While supplies last. Offers may vary by store. Subject to change without notice. Statements have not been evaluated by the Food and Drug 
Administration. Products are not intended to diagnose, treat, cure or prevent any disease. EARTH FARE and the tomato logo. Reg. U.S. Pat. & Tm. Off."
1825,week_24_page_4,"ORGANICNON-GMO$199/lb. 
SAVE 30¢/lb. 
Organic Garnet, 
Jewel, & Covington 
Sweet Potatoes 
A tasty way to get essentials like 
vitamins A and C, manganese, copper, 
potassium, and dietary fiber."
1826,week_24_page_4,"ORGANIC2/$4 
SAVE $1 on 2
NON-GMO 
Organic Green, 
Red, & Lacinato Kale 
A nutritional Superfood, Kale is low in 
calories, high in fiber, iron, and vitamins."
1827,week_24_page_4,"VIVATIERRA$199/1b. ORGANIC 
SAVE 1/Ib. 
Organic Fuji & 
Braeburn Apples NON-GMO 
Whether you're baking, juicing, or 
eating, it's the perfect time of year 
to enjoy your favorite apple!Organic to the Core since 1984"
1828,week_24_page_4,"2/$6HEALTHY REWARDS
OFFER WITH CARD 
MADE 
IN HOUSE $1 OFF
PER POUND 
Salsa & Guacamole
From the Produce Dept. 
Made in-house with only the freshest 
ingredients and ready to meet your
standards for spice and flavor. 
Discount Taken at RegisterSAVE up to $3.99 on 2
Raspberries, 
& Blackberries
Half Pint 
These are the perfect size for grab-and-go 
snacking, with a burst of juicy sweetness in 
each morsel, and are a great source of
Vitamin A, Vitamin C, and fiber."
1829,week_24_page_4,"SAVE $2/Box 
5 lb. Box 
Clementines 
These small citrus fruits have thin, 
easy-to-peel skin, making them a 
great snack, rich in vitamin C.$699/Box"
1830,week_24_page_4,"RASEDBIOTICSMINANTLY 
RAISEBEETRADITIONAL
RAMIL SELES 
UNCURED MAPLE &
HONEY HAMDISPORRORIGINALSNATURALRIGINALSS¡INALSNO ANTIBIOTICSENSERE"
1831,week_24_page_4,"MIELTR OEN BRIE 
'EN ROASTED 
CKEN BREAST 
TRARES OR NITRITES ADDEDNATURALRECIPES 
LOAST BEEF 
O SASULUDERERhTURALEVER"
1832,week_24_page_4,REEFE
1833,week_24_page_4,TOR
1834,week_24_page_4,",$699/lb.SAVE $3/lb.
Cherries 
The perfect grab-and-go
snack! Sweet in flavor 
and full of antioxidants, 
vitamins, and minerals."
1835,week_24_page_4,"$299/lb.
SAVE $1/lb. 
Holiday Grapes 
This holiday favorite is here
for a limited time only!"
1836,week_24_page_4,"SAVE $5.96 on 4 
Maryland 
Crab Cakes 
3 oz. 
No Preservatives, Chef Inspired, 
Hand Scooped, Real North 
American Blue Crab Meat, 
Earth Fare Exclusive Recipe4/$10"
1837,week_24_page_4,"Dietz & Watson
Originals
Sliced 
Lunch Meats
All Varieties 
No Nitrates or Nitrites$1 OFF"
1838,week_24_page_4,"CRESH FROM CALIFORNIAUCHOLIDAY
GRAPES"
1839,week_24_page_4,"FRESHFIEDcan HmanecFresh 
Boneless, Skinless 
Chicken Thighs 
Never Administered Antibiotics 
or Growth Hormones, 100% 
Vegetarian Diet, 3rd Party 
Certified Humanely RaisedCERV"
1840,week_24_page_4,"FRESH 
SAVE $1.50/lb. 
Fresh 
Boneless Pork Chops 
Never Administered Antibiotics or Growth 
Hormones, 100% Vegetarian Diet, Never Fed 
Ractopamine, Never Raised in Gestation Crates"
1841,week_24_page_4,meric.
1842,week_24_page_4,$599/lb.
1843,week_24_page_4,"$299/lb. 
SAVE $1/lb.
House Made 
Chicken Sausage
All Varieties 
Never Administered Antibiotics or Growth Hormones, 
100% Vegetarian Diet, 3rd Party Certified Humanely RaisedMADE 
IN HOUSE"
1844,week_24_page_4,"$299/lb. 
SAVE 50¢/lb."
1845,week_24_page_4,Sales Valid Wed. December 13 - Tues. December 19
1846,week_24_page_4,EARTH FARE O
1847,week_25_page_1,"MADE 
IN HOUSEmanescan HFIEDSAVE $4/lb.
GRASS 
Grass Fed 
Whole Beef 
Tenderloins 
Never Administered Antibiotics or Growth Hormones, 
Raised on 100% non-GMO Grass Pastures. Hiah in NON-GMO 
Omega-3s and Conjugated Linoleic Acid 
Trimmed and Tied for Free.$1299/lb.ME ONMITED10% OFF$699/lb. 
SAVE $4/1b.
Napa 
Chicken
Salad
From the Deli 
Grapes, walnuts, and honey add just the right 
amount of texture and crunch. Made Fresh
In-House, American Humane Certified 
Chicken, Never Administered Antibiotics
or Growth Hormones.Trays
From the 
Deli & Bakery
All Varieties 
Make the Holidays
a little easier with
Earth Fare catering. 
Pre order 48 hours prior.$399EARTH FARE IS OPEN CHRISTMAS EVE UNTIL 7PM; CLOSED CHRISTMAS DAYNON-GMO
SAVE $1/lb.
Organic
Navel Oranges 
Rich in sweet juice, seedless and easy to peel, 
vitamin-packed navels get their name from the area 
opposite its stem that looks like a human belly button. 
Gobble fresh, chop into salads or baked goods, or zest.CRUELTY 
20% OFF
FREE 
Aura Cacia 
Essential Oils 
& Essential 
Oil Blends 
0.25-0.5 oz., All Varieties 
Aura Cacia sources their ingredients 
from around the world to ensure quality, 
sustainability, and fair trade. They also test 
every shipment of raw materials received to 
verify its purity and quality.$1 99/lb.FRESH
$999/lb. 
NON-GMO SAVE $5/lb.
Fresh 
Scottish
Salmon Fillet 
Never Administered Antibiotics or Growth
Hormones, No Synthetic Coloring, All 
Earth Fare Salmon is non-GMO, Product 
of Great Britain, 100% Traceable and
Sustainably Sourced, Farm RaisedORGANICSAVE $1 
Strawberries
1 lb. 
Eat them plain, or use for baking and smoothies,
these nutrient-rich berries make it easy to 
incorporate healthy into your everyday diet."
1848,week_25_page_1,ERTUAmeri
1849,week_25_page_1,"MADE 
IN HOUSE"
1850,week_25_page_1,"USDALangue 
an 
ander) 
NET 25 RL 02 (78LavenderWOMENORGANIC 
Aura CaciaORGANIC"
1851,week_25_page_1,All Catering
1852,week_25_page_1,"$199/lb. 
SAVE $2/lb. 
Organic 
BroccoliOne of the healthiest foods, 
broccoli is a great source of 
vitamins Kand C, a good source 
of folate (folic acid) and also 
provides potassium and fiber.A tasty way to get essentials like 
vitamins A and C, manganese, copper, 
potassium, and dietary fiber."
1853,week_25_page_1,NON-GMO
1854,week_25_page_1,"SLOWE 
HEALTHY REWARDS PRICE! 
OFFER WITH CARD
Avocados
Mexico 
SAVE 50¢
Calavo) 
Hass Avocados 
An excellent source of healthy Omega-3 fats, studies show 
eating avocados supports cardiovascular health, healthy 
aging, and weight management. Consider eating 
avocados daily or several times a week. 
Discount Taken at Register"
1855,week_25_page_1,"$1 99/1b. NON-GMO 
SAVE 50¢/lb. 
Organic Garnet, 
Jewel, & Covington 
Sweet Potatoes"
1856,week_25_page_1,99¢
1857,week_25_page_1,ORGANIC
1858,week_25_page_1,From
1859,week_25_page_1,ORGANIC
1860,week_25_page_1,"Select Brands & Varieties 
Whether your favorite holiday 
beverage is apple cider, egg 
nog, or anything in-between, 
celebrate the Clean, 
all-natural way.20% OFF 
Seasonal Dairy 
BeveragesIlomstead 
Camery$499/lb.
SAVE $2/lb.
Spiral Hams 
Never Administered Antibiotics or Growth Hormones, 
100% Vegetarian Diet, Never Fed Ractopamine,
Never Raised in Gestation Crates"
1861,week_25_page_1,FED
1862,week_25_page_1,FRESH
1863,week_25_page_1,"ONLY 
5 DAYS 
LEFT!"
1864,week_25_page_1,HEALTHY HOLIDAY DEALS - Sales Valid Wed. December 20 - Tues. December 26EST 1975
1865,week_25_page_1,"100% Vegetarian Fed and Never Administered
Antibiotics or Growth Hormones. 
99
Pick Up Yours Today!CELEBRATE CLEAN
WITH A DRUG FREE 
STANDING RIB ROAST"
1866,week_25_page_1,"– WITH – 
EARTH 
FAREO"
1867,week_25_page_1,WE LONG
1868,week_25_page_2,PHILOSOPHY
1869,week_25_page_2,"- Artificial fats and trans-fats
Artificial preservativesWE PLEDGE OUR FOOD IS FREE OF:Antibiotics 
Artificial sweeteners 
- Artificial colors or flavors- Added hormones 
- High fructose corn syrup 
- Bleached or bromated flour"
1870,week_25_page_2,Food
1871,week_25_page_2,OUR
1872,week_25_page_2,"of each Spinach 8 Swee. Three Cheese and MushroomPepper QuicheAssorted Phyto Pantry AppetizersEARTH 
FAREReady in 
15 Minutes 
12 Pieces 
NET WT 6.25 OZ (1779)VEGETARIAN"
1873,week_25_page_2,"SAVE $2 
Earth Fare 
Unfiltered 
Spanish 
Extra Virgin 
Olive OilSAVE 70¢
Earth Fare 
French Bar Soaps
7 oz., All Varieties 
Authentic French soaps are triple 
milled and handcrafted in Provence 
using only traditional methods
and natural ingredients.$799Olive oil is full of Oleic Acid, a monounsaturated 
fat ideal for your heart's health. And what 
about all that cloudy stuff you see in the 
bottom of the bottle? It is actually a sign of 
the oil's strength and quality.$299NET WT 70Z (2002EARTH FARE
crafted in France 
SPICY VANILLA 
TRIPLE MILLED SOAP$3991 ltr.INGREDIENTSSAVE $1
Earth Fare 
Chocolate Hazelnut
Spread
14.1 oz. 
This decadent, non-GMO chocolate spread is 
free of artificial sweeteners, preservatives,
flavors, fats, and trans fats.ORGANIC $399
SAVE 50¢
Earth Fare 
Frozen Mini Quiches
6.25 oz. 
Contains four of each: Spinach & 
Swiss, Three Cheese, Mushroom
and Pepper. Vegetarian.riced 
cauliflower100% VEGETABLES 
NO SAUCE OR SEASONINGEARTH
FAREO: 
Organic$249DE0%NEW 
MINI QUICHEBON LOW 
CADEVERYDAY LOW PRICE
Earth Fare 
Organic Frozen Riced
Vegetables
12 oz., All Varieties 
A tasty way to eat more vegetables 
with 80% less fat than regular rice.TWI 12NET WT 7 OZ (2008)EARTH FARE
crafted in France 
OLIVE SEA SALT 
TRIPLE MILLED SOAPEARTH FARE
crafted in France 
LAVENDER 
TRIPLE MILLED SOAPNET WT 702 2001HEDA 
ORGANIC)"
1874,week_25_page_2,"EARTH 
FARE
SPANISH 
EXTRA VIRGIN 
OLIVE OIL"
1875,week_25_page_2,"HAZELNUT SPREADWith CocoaNETWT 
102400)EARTH 
FAREPROTEIN"
1876,week_25_page_2,"Low SodiumLBIDEERFour 12 oz. BottlesGluten FreeDay Nail ligdel 
We Be a Bust Be So Pere
stiind cum 
Jal Satis MaloMICROORSSAVE $1 
Virgil's 
Sodas & 
Root Beers 
4 Pack, Select Varieties 
A microbrewed root beer 
made with all-natural 
ingredients from 
around the world.$499No PreservativesNonотыIL'S ROOARGILSAll Natural 
FlavorsANDRECON EARTH FARE BRAND.."
1877,week_25_page_2,MADE WITH
1878,week_25_page_2,"NET WT 5 LBS 12.77gSONMILLED FROM CAREFULLY SELECTEDucookiesALL-PURPOSE
FLOURSES-GROWN WHEATLOURCh"
1879,week_25_page_2,letin in theUNBLEACHED
1880,week_25_page_2,great taste...naturallynet weight 13 02 (3698)FRESH GROUND
1881,week_25_page_2,"$1 OFFKing Arthur
Flour 
5 lbs., Select Varieties 
Unbleached and unbromated,
this flour is milled to be 
versatile. Milled from the 
finest American wheat.NON-GMOEN EBRAND 
KRINKLE CUT
POTATO CHIPS 
SAVE $1.40
SALT & 
Kettle Chip Co.
PEPPER 
Potato Chips 
13 oz., Select Varieties 
Crafted for authentic taste 
experiences using only the 
most natural, real food ingredients, the finest 
potatoes, best oils, and craft cooking methods."
1882,week_25_page_2,BREWED
1883,week_25_page_2,"$299/1b. 
SAVE $1/lb. 
Golden Temple 
Bulk Granola 
Select Varieties 
Perfect as cereal, on top of yogurt, or even ice 
cream! Use it to add some delicious crunch."
1884,week_25_page_2,OTHURS
1885,week_25_page_2,$399
1886,week_25_page_2,"2/$7$399 
talenti.
SAVE $1.50 
gelato 
Old World Eggnog
Talenti 
ONE PINT (473ML)
Gelato
1 Pint, Select Varieties 
Talenti Gelato is crafted using responsibly
sourced ingredients, including milk that is 
free of antibiotics or growth hormones. Their 
BPA-free jars ensure a rich, creamy taste (and
make excellent reusable containers).NON-GMOSAVE $2.98 on 2 
R.W. Knudsen 
Sparkling Ciders 
25.4 oz.- 750 ml., Select Varieties 
The perfect drink for special occasions. 
Made with the joy of the harvest, these 
non-alcoholic, sparkling beverages help 
you celebrate in style.W KNUDSENORGANIC APPLE 
16 
rolety ww the
r eal"
1887,week_25_page_2,"Bulk 
Dark Choclate 
Almonds 
Rich dark chocolate enveloping crisp, crunchy 
almonds for the perfect confection.$699/lb. 
SAVE $2.50/lb.ORGANICCERTIFIED FAIRT
DR. BRONNER'S 
ORGANIC VIRGINCOCONUT OILWHOLE KERNEL - RICH & NUTTIER FLAVORSAVE $5 
Dr. Bronner's 
Organic 
Whole Kernel 
Coconut Oil 
30 oz. 
Whole Kernel coconut oil is 
expeller-pressed from fresh, 
dried coconut kernel with the 
brown skins left on for a more 
aromatic, nuttier-tasting oil.$1499REPLESSED SUUREFINED USE TOR WEDERICE BEAT COOKINGALL-ONE!30 FLOZ887mlSales Valid Wed. December 20 - Tues. December 26"
1888,week_25_page_2,MAGIC FOODS
1889,week_25_page_2,"parkling 
ORGANIC APPLE"
1890,week_25_page_2,EARTH FARE O
1891,week_25_page_3,"JOIN HEALTHY
REWARDS™ 
IT'S FREE & EASY!ARTH FARE$499-$2999CATCH & COUNTER 
FISHINC GAMEHEALTHY 
REWARDSS. MATCHING GAMelissa & DougMelissa & Doug
Toys 
High quality, safe toys that are 
non-toxic and sustainable, made to
delight and inspire creativity.NADO"
1892,week_25_page_3,"30% OFFEveryday Shea 
BRAND WIDE SALE
All Sizes & Varieties 
Ethically Traded Shea Butter 
protects natural antioxidants, 
fights free radicals, and provides
a healthy dose of hydration."
1893,week_25_page_3,"Hand-tossed using 
organic pizza dough, 
organic semolina flour, 
and olive oil. Hot pizzas
are fresh baked in a 
500+ degree oven for 
a perfect, crispy crust."
1894,week_25_page_3,"$10 
SAVE $199 
Hot & Fresh 
Specialty 
18"" Pizza"
1895,week_25_page_3,"$7 
SAVE $299 
Take & Bake
Large 
16"" Pizza"
1896,week_25_page_3,"5.4 fl oz. 11601) 
DIETARY SUPPLEMENTmeet yourherbs"
1897,week_25_page_3,EARTH
1898,week_25_page_3,"SMA
B &CSecondFor restful sleep 
& immune supportBlack 
Elderberry 
Night Time 
SyrupRapidReliefgaia20% OFF 
Gaia Herbs 
Black 
Elderberry 
Syrup 
Select Sizes & Varieties 
Maintain a healthy immune 
response uses this unique 
natural concentrate of 
antioxidants and 
immune support. 
HEALTHY REWARDS 
OFFER WITH CARD 
RECEIVE AN 
EXTRA 5% OFF 
Discount Taken at Register"
1899,week_25_page_3,"TERY 
SHEACRUELTY
FREEMOISTURIZING - FOR ALL SKIN THE 
ETHICAL BODY CARE - 32 FLO/(150 ml)
LAVENDEL"
1900,week_25_page_3,BUBBLE BATA
1901,week_25_page_3,"VALID EVERY 
SATURDAY & SUNDAY"
1902,week_25_page_3,GAME DAY
1903,week_25_page_3,"IG GAMES, ANDNUMBER ACTIVITIESOPFUL CATCH WIT"
1904,week_25_page_3,"$999/lb.SAVE $1/lb. 
Cookies By
The Pound 
From the Bakery
All Varieties 
Take your pick of a variety of 
Specialty Cookies made with No Artificial 
Colors, Sweeteners, or Preservatives.
Discount Taken at Register"
1905,week_25_page_3,"CELEBRATE HEALTHY 
with Custom Cakes! 
$1999 
8-Inch Round & 
Custom Sheet Cakes 
Select Varieties 
Visit our Bakery Experts To Order 
Your Cake Today!"
1906,week_25_page_3,"HEALTHY REWARDS
OFFER WITH CARD 
FRESH $499/Pack
SAVE $1/Pack 
8-Pack Mini
Croissants 
From the Bakery
Select Varieties 
Soft and Buttery, Baked Fresh In-House
Discount Taken at Register"
1907,week_25_page_3,GNEW YORK SIYL.LACESEVERYTHINGThe Patient BakersHearth BakedKetua
1908,week_25_page_3,"1939NATURALc..ORIGINALSUNCURED MAPLE & HONEY HAM 
TESTERE
D ETTE 
NO ANTIBIOTICS HUMANELY SOLD 
EVERTRADITIONALu"
