flyer_name,product_name,unit_promo_price,uom,least_unit_for_promo,save_per_unit,discount,organic
week_21_page_1,Organic Broccoli,,,1.0,,0.25,1
week_21_page_1,Wild American White Shrimp,6.99,,1.0,5.0,,0
week_21_page_1,Ground Sirloin or Round,2.5,,2.701,1.48,0.4940570753554672,0
week_21_page_1,Natural Hamburger & Hot Dog Buns,,,1.0,,,0
week_21_page_1,Bourbon Salmon Fillets,,,1.99,,,0
week_21_page_1,Filet Mignon,5.0,,3.99,,,0
week_21_page_1,Bone-In Pork Chops,,,1.0,,,0
week_21_page_1,Take & Bake Pizza,5.0,,1.0,4.99,0.998,0
week_21_page_1,Wensleydale with Blueberries,,,1.0,,,0
week_21_page_1,Blackened Chicken Salad,,,1.0,,,0
week_21_page_2,Corn,,,1.0,,,0
week_21_page_2,Brand wide sale,,,1.0,,,0
week_21_page_2,Zero Calorie Soda,12.99,,1.0,1.0,,1
week_21_page_2,Entertainer Crackers,2511.99,,1.0,2.0,,0
week_21_page_2,Organic Seasonal Ciders,3.99,,1.0,1.0,,1
week_21_page_2,Pecan Halves,,,1.0,,,0
week_21_page_2,Entertainer Crackers,,daearth farenet wt 8.8 oz,1.0,,,0
week_21_page_2,Organic Cereal,,,1.0,,,1
week_21_page_2,"Organic Garnet, Jewell, &  Covington Sweet Potatoe",1.98,pack,1.0,349.5,87.59398496240603,1
week_21_page_2,Organic strawberries,,,1.0,,,1
week_21_page_2,Organic Soup Cans,,12-355 ml,1.0,,,0
week_21_page_2,Sparkling Water,,pack,1.0,,,0
week_21_page_2,Organic strawberries,,,1.0,,,1
week_21_page_2,Seasoned Half Chickens,,half gallon,1.0,,,0
week_21_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_21_page_2,Dark & Milk Chocolate French Marshmallows,1.98,"nut-free, and soy-free, which means everyone can",2.0,0.99,,1
week_21_page_2,Wild American Shrimp,,,1.0,,,0
week_21_page_2,Unsweetened Almond Milk,,,1.0,,,0
week_21_page_2,Organic Tea,,ivertifiedorganicnaturally caffeine free herbal teadusda16 wrapped tea bag,1.0,,,0
week_21_page_2,Day Boat Sea Scallops,,,1.0,,,0
week_21_page_3,New York Strips,,,1.0,,,0
week_21_page_3,Nutritional Bars,,,1.0,,,0
week_21_page_3,Toothpaste,,20% offnet wt 5.5 oz,1.0,,,0
week_21_page_3,Applewood Smoked Ham,,,1.0,,0.25,0
week_21_page_3,Jar & Stick Deodorant,,discount taken at registernetwt. 2 oz,1.0,,0.25,0
week_21_page_3,FULL RACK OF BABY BACK RIBS,,,1.0,,,0
week_21_page_3,Organic Cereal,,net wt. 16 oz,1.0,,,1
week_21_page_3,Applewood Smoked Ham,,,1.0,,,0
week_21_page_3,Southern Peaches,,,1.0,,,0
week_21_page_3,Organic Red & Green Seedless Grapes,,net wt 18 oz,1.0,,,1
week_21_page_3,Kid's Wheat & White Loaf Bread,,,1.0,,,0
week_21_page_3,Dinner Rolls,,,1.0,,,0
week_21_page_3,4 lb. Bag of Organic Navel Oranges or 4 lb. Bag of Organic Lemons,2.0,& 9.6 oz,1.0,1.99,0.39799999999999996,1
week_21_page_3,Dinner Rolls,3.49,,1.0,0.5,0.0014326647564469914,0
week_21_page_3,Crispy Chicken Salad,3.99,,1.0,1.0,,1
week_21_page_3,Free Range Large Brown Eggs,,,1.0,,,0
week_21_page_3,Chante Garlic & Herb Dip,,,1.0,,,0
week_21_page_3,Free Range Large Brown Eggs,,,1.0,,,0
week_21_page_3,Bone-In Pork Chops,,,1.0,,,0
week_21_page_4,Organic Red & Green Seedless Grapes,2.0,2 lb. bag,2.0,0.49,,1
week_21_page_4,Organic Deluxe Trail Mix & Antioxidant Trail Mix,,,1.0,,,0
week_21_page_4,Organic Zucchini & Yellow Squash,2.49,,1.0,0.5,0.002008032128514056,1
week_21_page_4,Body Wash,,,1.0,,,0
week_21_page_4,Bosc Pears,24.91,,1.0,0.5,0.0002007226013649137,1
week_21_page_4,Organic Sweet Vidalia,,,1.0,,,0
week_21_page_4,Southern Peaches,,,1.0,,,0
week_21_page_4,Ground Turkey & Housemade Turkey Sausage,2.96,,1.0,4.0,,1
week_21_page_4,Wine,,,1.0,,,0
week_21_page_4,Moscato,,,1.0,,,0
week_21_page_4,Organic strawberries,,,1.0,,,1
week_21_page_4,Red Wine,,,1.0,,,0
week_21_page_4,Whole Brisket,3.99,,1.0,4.0,,0
week_21_page_4,Organic Sweet Vidalia,,,1.0,,,0
week_21_page_4,Coffee Bags,9.99,,1.0,3.0,,1
week_21_page_4,Crab Stuffed Mushrooms,10.1,,10.0,0.29,,0
week_21_page_4,Real Blue Crab Dips,2.1,,2.0,0.99,,0
week_22_page_1,2-Pack Cups,,net 2 fl oz,1.0,,,0
week_22_page_1,"Sport Plan-Based Protein, Raw Fit, & Raw Meal",,,1.0,,,0
week_22_page_1,Le petite Fromage,,,1.0,,,0
week_22_page_1,Cooked Tail-On Shrimp,,,1.0,,,0
week_22_page_1,Water,,,1.0,,,0
week_22_page_1,FULL RACK OF BABY BACK RIBS,,,1.0,,,0
week_22_page_1,Wensleydale with Blueberries,,,1.0,,,0
week_22_page_1,Zum Bars & Mists,,,1.0,,,0
week_22_page_2,Ground Sirloin or Round,,,1.0,,,0
week_22_page_2,Mini Pizza,4.99,6 pack,1.0,1.0,,0
week_22_page_2,Smoked Salmon,,eggs13g proteinnet wt 3.4 oz,1.0,,,0
week_22_page_2,Albacore Tuna,,no salt added 5 oz,1.0,,,0
week_22_page_2,Frozen Organic Vegetables,24.0,fact convenient food can,2.0,0.49,,0
week_22_page_2,Mini Pizza,,fareo6-28 oz,1.0,,,0
week_22_page_2,Frozen Berries,1.99,,1.0,1.0,0.0011123470522803112,0
week_22_page_2,Cookies,3.49,for a treat you can,1.0,70070184075.88,,0
week_22_page_2,Whole Ribeyes & Strips,,,1.0,,,0
week_22_page_2,Creme Cookies,,,1.0,,,0
week_22_page_2,Organic strawberries,,,1.0,,,1
week_22_page_2,"Organic Garnet, Jewell, &  Covington Sweet Potatoe",27.0,,2.0,1.26,,1
week_22_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_22_page_2,Frozen Fries,,,1.0,,,0
week_22_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_22_page_2,Ground Sirloin or Round,,1 gallon,2.0,1.26,,0
week_22_page_2,8 OZ. KALE CAESAR SALAD FROM THE DELI,,,1.0,,,0
week_22_page_2,Omega 3,,,1.0,,,0
week_22_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_22_page_2,Alfresco Large Grade A Eggs,,,1.0,,,0
week_22_page_3,Energy Seed Salad,3.99,,1.0,1.0,,0
week_22_page_3,Nutritional Bars,,,1.0,,,0
week_22_page_3,Coffee,7.49,,1.0,2.0,0.0026702269692923893,0
week_22_page_3,Pinot Grigio,9.99,,1.0,99.96,,0
week_22_page_3,Pinot Grigio,,,1.0,,,0
week_22_page_3,Prosecco,12.99,,10.0,,,0
week_22_page_3,New York Strips,,,1.0,,,0
week_22_page_3,Coffee,,,1.0,,,0
week_22_page_3,Bone-In Pork Chops,,,1.0,,,0
week_22_page_3,Hummus,,,2.0,1.99,,0
week_22_page_3,Refrigerated Teas,,,1.0,,,0
week_22_page_3,Indian Meals On-The-Go,2.1,,2.0,2.99,,0
week_22_page_3,Salad Dressing,,,1.0,,,0
week_22_page_3,Wensleydale with Blueberries,,,1.0,,,0
week_22_page_3,Gluten-Free Oats,,,1.0,,,0
week_22_page_3,Vegan Mock Chicken Salad,7.99,,1.0,3.0,,0
week_22_page_3,Organic strawberries,,,1.0,,,1
week_22_page_3,English Muffins,,,1.0,49.91,,0
week_22_page_3,4-pack croissants,4.99,,1.0,2.0,,0
week_22_page_3,English Muffins,,,1.0,,,0
week_22_page_3,Organic strawberries,,,1.0,,,1
week_22_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_22_page_3,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_22_page_3,Oven Roasted Turkey Breast,,,1.0,,,0
week_22_page_3,5-pack cookies,4.99,,1.0,1.0,,0
week_22_page_3,Snacking Rounds,3.99,,1.0,0.5,0.0012531328320802006,0
week_22_page_3,Oven Roasted Turkey,9.99,,1.0,2.0,,0
week_22_page_3,Fresh Mozzarella,,,1.0,,,0
week_22_page_4,Stress Relax Formulas,,,1.0,,0.3,0
week_22_page_4,Ground Sirloin or Round,,,1.0,,,0
week_22_page_4,Protein & Greens,,,1.0,,0.2,0
week_22_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_22_page_4,5 lb. Bag Organic Russet Potatoes,4.99,5 lb. bag,1.0,2.0,,1
week_22_page_4,Organic strawberries,,,1.0,,,1
week_22_page_4,Ground Sirloin or Round,,,1.0,,,0
week_22_page_4,Cherries,6.99,,1.0,3.0,,0
week_22_page_4,"Organic Green, Red, & Lacinato Kale",,,2.0,0.5,,1
week_22_page_4,Natural Hamburger & Hot Dog Buns,,,1.0,,,0
week_22_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_22_page_4,Organic Navel Oranges,1.99,,1.0,1.0,0.005025125628140704,1
week_22_page_4,Organic strawberries,,,1.0,,,1
week_22_page_4,Organic strawberries,,,1.0,,,1
week_22_page_4,Ground Sirloin or Round,,,1.0,,,0
week_22_page_4,organic Cucumbers,45.0,,4.0,0.74,,1
week_22_page_4,Wild Bourbon Salmon Fillets,7.0,,1.0,4.0,,0
week_22_page_4,Organic 3 lb. Bag Gala Apples,4.99,organic 3 lb. bag,1.0,2.0,0.004008016032064128,1
week_22_page_4,Organic strawberries,,,1.0,,,1
week_22_page_4,Natural Hamburger & Hot Dog Buns,,,1.0,,,0
week_22_page_4,Organic strawberries,,,1.0,,,1
week_23_page_1,Deli case meal deals,,,1.0,,,0
week_23_page_1,Organic Red & Green Seedless Grapes,1.99,traditionally cured using ingredients you can,1.0,,0.1,1
week_23_page_1,Organic Red & Green Seedless Grapes,1.0,,1.0,4.0,0.005722460658082976,1
week_23_page_1,Bottom Round Roast,3.99,,1.0,3.5,0.008771929824561403,0
week_23_page_1,Organic strawberries,,,1.0,,,1
week_23_page_1,Organic Red & Green Seedless Grapes,,,1.0,,,1
week_23_page_1,Seasoned Half Chickens,,,1.0,,,0
week_23_page_1,Ribeyes & NY Strips,0.5,,999.3,,,0
week_23_page_1,Asparagus with Parmesan Vinaigrette,,,1.0,0.99,,0
week_23_page_1,"Grass Fed Yougurt, & Cheese",,,1.0,,,0
week_23_page_1,"Boneless, Skinless Chicken Breast",2.99,,1.0,3.0,,0
week_23_page_1,Sockeye Salmon Fillets,9.99,,1.0,6.0,0.006006006006006006,0
week_23_page_1,Ground Sirloin or Round,,,1.0,3.5,,0
week_23_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_23_page_1,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_23_page_1,Catering Trays,,,1.0,,0.1,0
week_23_page_2,Flour,,,1.0,,,0
week_23_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_23_page_2,Ginger Brew,,,1.0,,,0
week_23_page_2,Ginger Brew,,,1.0,49.91,,0
week_23_page_2,Ground Sirloin or Round,3.99,12-355 ml,1.0,,,0
week_23_page_2,Candy Cane Truffles & Marshmallows,5.99,,1.0,0.5,0.0014326647564469914,1
week_23_page_2,Simply One,,,1.0,,,0
week_23_page_2,Organic English Muffins,1.5,hocolove2/$5net. wt. 3.2 oz,2.0,0.49,,1
week_23_page_2,Organic strawberries,,,1.0,,,1
week_23_page_2,Maple Honey Ham,,,1.0,,,0
week_23_page_2,Chocolate,,,1.0,,,0
week_23_page_2,Lemonade & Limeade,,,1.0,,,0
week_23_page_2,Dark Chocolate Peanut Butter Malt Balls,,,1.0,,,0
week_23_page_2,Organic Zesty Carrot Juice,7.49,,1.0,1.5,0.0020026702269692926,0
week_23_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_23_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_23_page_2,Juice,,,1.0,,,0
week_23_page_2,Organic strawberries,,,1.0,,,1
week_23_page_2,Chocolate,,and share with friends.net wt. 7 oz,1.0,39.91,,0
week_23_page_2,Gluten-Free Oats,,157 oz,1.0,,,0
week_23_page_2,Organic Juice,5.99,,1.0,1.0,,1
week_23_page_2,Southern Peaches,,,1.0,,,0
week_23_page_2,Whole Ribeyes & Strips,,,1.0,,,0
week_23_page_2,Non-Dairy Ice Cream,,,1.0,,,0
week_23_page_2,Organic strawberries,24.0,,2.0,0.99,,1
week_23_page_2,Ground Sirloin or Round,,,1.0,,,0
week_23_page_2,Whole NY Strip Loins,,,1.0,,,0
week_23_page_2,Super Lump Crab Cakes,,serving,1.0,,,0
week_23_page_2,Cheese Shreds & Slices,27.0,,2.0,1.49,,0
week_23_page_2,Gluten-Free Bread,,,1.0,,,0
week_23_page_2,New York Strips,,,1.0,,,0
week_23_page_3,New York Strips,,,1.0,,,0
week_23_page_3,Nutritional Bars,,,1.0,,,0
week_23_page_3,Ground Sirloin or Round,6.99,,1.0,1.0,0.001430615164520744,0
week_23_page_3,Big Tomato,,,1.0,,,0
week_23_page_3,Digest Gold Enzymes,,,1.0,,0.2,0
week_23_page_3,Brand wide sale,,,1.0,,0.3,0
week_23_page_3,Southern Peaches,,,1.0,,,0
week_23_page_3,All Organic Juices & Smoothies,,,1.0,,,0
week_23_page_3,Bath Tissue,,,1.0,,,0
week_23_page_3,Free Range Large Brown Eggs,,,1.0,,,0
week_23_page_3,Organic Loaf Bread,5.49,net,1.0,,,1
week_23_page_3,Noodle & Rice Bowls,2.1,,2.0,2.99,,0
week_23_page_3,Organic Cereal,,,1.0,,,1
week_23_page_3,Coffee,,,1.0,,,0
week_23_page_3,Organic strawberries,,,1.0,,,1
week_23_page_3,Frozen Foods,,,1.0,,,0
week_23_page_3,Chocolate,,,1.0,,,0
week_23_page_3,Coffee,7.99,,1.0,5.0,,0
week_23_page_3,"Pinot Grigio, Rose, or Sparkling Wine",,,1.0,,,0
week_23_page_3,Cake Slices,,,2.0,1.26,,0
week_23_page_3,Oven Roasted Turkey,9.99,,1.0,2.0,0.002002002002002002,0
week_23_page_3,Roasted Brussels Sprouts with Garlic,,,2.0,49.92,,0
week_23_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_23_page_3,Salami & Pepperoni,11.99,,1.0,1.0,,0
week_23_page_3,Party Dips & Spreads,6.99,,1.0,21.0,0.030042918454935626,0
week_23_page_3,Salami,,,1.0,,,0
week_23_page_3,All Natural Salsa,,,1.0,,,0
week_23_page_4,"Pinot Grigio, Rose, or Sparkling Wine",27.0,,2.0,0.49,,0
week_23_page_4,Asparagus,6.4,,1.0,1.0,,0
week_23_page_4,Organic Garnet Sweet Potatoes,1.79,,1.0,0.5,,1
week_23_page_4,Organic Zucchini,1.99,,1.0,1.0,0.005025125628140704,1
week_23_page_4,Organic Cauliflower,3.99,,1.0,2.0,,1
week_23_page_4,Sirloin Tip Roast,,,3.0,1.66,,0
week_23_page_4,Mexican Street Corn,,can,1.0,,,0
week_23_page_4,Fresh Mozzarella,,,1.0,,,0
week_23_page_4,Pork Tenderloin,7.99,,1.0,3.0,0.0037546933667083854,0
week_23_page_4,Organic strawberries,,,1.0,,,1
week_23_page_4,Non-Fat Greek Yogurt,,,1.0,,,0
week_23_page_4,Scottish Bourbon Salmon,,,1.0,,,0
week_23_page_4,2 lb. Bag Organic Lemons,4.99,2 lb. bag,1.0,2.0,0.004008016032064128,1
week_23_page_4,Granny Smith Apples,1.99,,1.0,,,1
week_23_page_4,Key West Pink Shrimp,2.98,,1.0,4.0,0.004004004004004004,0
week_23_page_4,Organic strawberries,,,1.0,,,1
week_23_page_4,NY Strip Steak,10.99,,1.0,6.0,,0
week_23_page_4,Organic strawberries,,,1.0,,,1
week_24_page_1,Deli case meal deals,,,1.0,,,0
week_24_page_1,Wine,,,1.0,,,0
week_24_page_1,Crab Stuffed Mushrooms,,,1.0,,,0
week_24_page_1,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_24_page_1,Le petite Fromage,,,1.0,,,0
week_24_page_1,Mexican Street Corn,,can,1.0,,,0
week_24_page_1,Made-In-House Chicken Kabobs,,,1.0,,,0
week_24_page_1,Organic strawberries,,,1.0,,,1
week_24_page_1,Standing Rib Roast,,,1.0,,,0
week_24_page_1,Wensleydale with Blueberries,,,1.0,,,0
week_24_page_2,Flour,,,1.0,,,0
week_24_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_24_page_2,Chocolate,,,1.0,,,0
week_24_page_2,Organic strawberries,,,1.0,,,1
week_24_page_2,Frozen Fruit Bars,,,1.0,,,0
week_24_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_24_page_2,Bone-In Pork Chops,,,1.0,,,0
week_24_page_2,Organic Zesty Carrot Juice,,,1.0,2.0,,0
week_24_page_2,Organic strawberries,,,1.0,,,1
week_24_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_24_page_2,Brand wide sale,,,1.0,,,0
week_24_page_2,Frozen Fries,,,1.0,,,0
week_24_page_2,Organic Sugar,,,1.0,,,0
week_24_page_2,8-Inch Signature Cherry Pie,,,1.0,,,0
week_24_page_2,Brand wide sale,,,1.0,,,0
week_24_page_2,Simply One,,,1.0,,,0
week_24_page_2,Chocolate,,,1.0,,,0
week_24_page_2,Zero Calorie Soda,,,1.0,,,0
week_24_page_2,Zero Calorie Soda,,,1.0,,,0
week_24_page_2,Zero Calorie Soda,,,1.0,,,0
week_24_page_2,Gluten-Free Bread,,,1.0,,,0
week_24_page_2,New York Strips,,,1.0,,,0
week_24_page_2,Half & Half ,,quart,1.0,,,0
week_24_page_2,Juice,,15.2,1.0,,,0
week_24_page_2,Fresh Mozzarella,,,1.0,,,0
week_24_page_2,Family Pasta Meals,,,1.0,,,0
week_24_page_2,Omega 3,,,1.0,,,0
week_24_page_2,Half & Half ,,,1.0,,,1
week_24_page_2,House-Made Grill-Ready Burgers,,,1.0,,,0
week_24_page_3,Ground Sirloin or Round,,,1.0,,,0
week_24_page_3,Nutritional Bars,,,1.0,,,0
week_24_page_3,"Organic Garnet, Jewell, &  Covington Sweet Potatoe",,4 oz,1.0,,12.55,1
week_24_page_3,Toys,,,1.0,,,0
week_24_page_3,Wensleydale with Blueberries,49929.99,,1.0,,,0
week_24_page_3,Brand wide sale,,,1.0,,,0
week_24_page_3,Collagen Supplements,,,1.0,,,0
week_24_page_3,Wine,,,1.0,,,0
week_24_page_3,Big Tomato,,,1.0,,,0
week_24_page_3,Natural Hamburger & Hot Dog Buns,,,1.0,,,0
week_24_page_3,Big Tomato,6.99,,1.0,1.0,,0
week_24_page_3,Broccoli & Cranberry Salad,5.99,,1.0,2.0,0.00333889816360601,0
week_24_page_3,Organic Red & Green Seedless Grapes,,"net wt, 16 oz",1.0,,,1
week_24_page_3,Fresh Mozzarella,,,1.0,,,0
week_24_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_24_page_3,Organic strawberries,,,1.0,,,1
week_24_page_3,Meadowkaas Spring Milk Gouda,,,1.0,,,0
week_24_page_3,8-Inch Cakes & Sheet Cakes,19.99,,1.0,,,0
week_24_page_3,Yellowfin Tuna Steaks,,,1.0,,,0
week_24_page_3,Party Dips & Spreads,69.91,,1.0,21.0,0.0030038621084251178,0
week_24_page_3,All Catering Trays,,,1.0,,0.1,0
week_24_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_24_page_4,Bone-In Pork Chops,,,1.0,,,0
week_24_page_4,Ground Sirloin or Round,,,1.0,,,0
week_24_page_4,Covington Sweet Potatoes,1.99,,1.0,0.3,0.001507537688442211,1
week_24_page_4,"Organic Green, Red, & Lacinato Kale",24.0,,2.0,0.5,0.02083333333333333,1
week_24_page_4,Braeburn Apples,19.91,,1.0,,,1
week_24_page_4,Asparagus with Parmesan Vinaigrette,26.0,half pint,2.0,1.0,0.038461538461538464,0
week_24_page_4,Clementines,6.99,,1.0,2.0,,0
week_24_page_4,Maple Honey Ham,,,1.0,,,0
week_24_page_4,Brie,,,1.0,,,0
week_24_page_4,Cherries,,,3.0,2.33,,0
week_24_page_4,Holiday Grapes,2.99,,1.0,1.0,0.0033444816053511705,0
week_24_page_4,Maryland Crab Cakes,4.1,,4.0,1.49,,0
week_24_page_4,Sliced Lunch Meats,,,1.0,1.0,,0
week_24_page_4,Organic Red & Green Seedless Grapes,,,1.0,,,0
week_24_page_4,"Boneless, Skinless Chicken Thighs",,,1.0,,,0
week_24_page_4,Boneless Pork Chops,,,1.0,1.5,,0
week_24_page_4,Chicken Sausage,2.99,,1.0,1.0,0.0033444816053511705,0
week_25_page_1,4 lb. Bag of Organic Navel Oranges or 4 lb. Bag of Organic Lemons,1.0,,1.0,4.0,13.1910699,1
week_25_page_1,Made-In-House Chicken Kabobs,,,1.0,,,0
week_25_page_1,All Catering Trays,,,1.0,,,0
week_25_page_1,Organic strawberries,1.99,,1.0,2.0,0.010050251256281407,1
week_25_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_25_page_1,Hass Avocados,,,1.0,0.5,,0
week_25_page_1,Covington Sweet Potatoes,19.91,,1.0,0.5,0.00025113008538422905,1
week_25_page_1,Organic strawberries,,,1.0,,,1
week_25_page_1,Le petite Fromage,,,1.0,,,0
week_25_page_1,Organic strawberries,,,1.0,,,1
week_25_page_1,Spiral Hams,4.99,,1.0,2.0,0.20400801603206412,0
week_25_page_1,Crab Stuffed Mushrooms,,,1.0,,,0
week_25_page_1,Fresh Mozzarella,,,1.0,,,0
week_25_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_25_page_1,Holiday Grapes,,,1.0,,,0
week_25_page_1,Standing Rib Roast,,,1.0,,,0
week_25_page_1,Wensleydale with Blueberries,,,1.0,,,0
week_25_page_2,Ground Sirloin or Round,,,1.0,,,0
week_25_page_2,Protein Superfood,,,1.0,,,0
week_25_page_2,Organix Deluxe Mac & Cheese,,net wt 6.25 oz,1.0,,,0
week_25_page_2,"Balanced B Complex, Blood Builder, & Turmeric Strength",24.9,with 80% less fat than regular rice.twi 12net wt 7 oz,1.0,2.0,,1
week_25_page_2,Unfiltered Spanish Extra Virgin Olive Oil,,,1.0,,,0
week_25_page_2,Chocolate Hazelnut Spread,,,1.0,,,0
week_25_page_2,Sodas & Root Beers,4.99,,1.0,1.0,,0
week_25_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_25_page_2,5-Pack Non-GMO Corn,,,1.0,,,0
week_25_page_2,Morning Rounds,,,1.0,,,0
week_25_page_2,Ground Sirloin or Round,,,1.0,,,0
week_25_page_2,5-Pack Non-GMO Corn,,,1.0,1.0,,0
week_25_page_2,Granola,29.91,,1.0,1.0,0.00033433634236041456,0
week_25_page_2,Ground Sirloin or Round,2.98,one pint,1.0,1.5,5.474652359575167e-05,0
week_25_page_2,Organic Whole Kernel Coconut Oil,5.0,,1.0,2.5,0.0035765379113018602,1
week_25_page_2,Frozen Foods,,,1.0,,,0
week_25_page_2,Organic Apple Sauce,,,1.0,,,1
week_25_page_3,Salsa and Guacamole,49929.99,,1.0,,,0
week_25_page_3,Brand wide sale,,,1.0,,0.3,0
week_25_page_3,Organic strawberries,,,1.0,,,1
week_25_page_3,"""""""Hot 7 Fresh Specialty 18"""""""" Pizza""""""",10.0,,1.0,1.99,19.9,0
week_25_page_3,Take & Bake Pizza,7.0,,1.0,2.99,42.714285714285715,0
week_25_page_3,Frozen Fries,,,1.0,,,0
week_25_page_3,Black Elderberry Syrup,,,1.0,,0.25,0
week_25_page_3,All Organic Juices & Smoothies,,,1.0,,,0
week_25_page_3,All Day Session IPA,,,1.0,,,0
week_25_page_3,Cookies By The Pound,,,1.0,9.99,,0
week_25_page_3,8-Inch Round & Custom Sheet Cakes,19.99,,1.0,,,0
week_25_page_3,8-Pack Mini Croissant,4.99,,1.0,1.0,0.002004008016032064,0
week_25_page_3,New York Strips,,,1.0,,,0
week_25_page_3,Maple Honey Ham,,,1.0,,,0
week_25_page_3,Bagels,26.0,,2.0,0.99,,0
week_25_page_3,4-pack muffins,5.99,,1.0,1.0,0.001669449081803005,0
week_25_page_3,Family Pasta Meals,,,1.0,,,0
week_25_page_3,Maple Honey Ham,9.99,,1.0,2.0,0.002002002002002002,0
week_25_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_25_page_3,Roasted Brussels Sprouts with Garlic,8.99,,1.0,1.0,0.0011123470522803112,0
week_25_page_3,House-Made Roast Beef,,,1.0,9.99,,0
week_25_page_3,Party Dips & Spreads,6.99,,1.0,2.0,0.002861230329041488,0
week_25_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_25_page_4,4 lb. Bag of Organic Navel Oranges or 4 lb. Bag of Organic Lemons,10.0,6 pack,11.0,,1.06,0
week_25_page_4,Ground Sirloin or Round,,,1.0,,,0
week_25_page_4,Chocolate,,,1.0,,,0
week_25_page_4,Fresh Hop,,,1.0,,,0
week_25_page_4,Organic Zucchini & Yellow Squash,1.0,,1.0,1.0,1.4245091375487633e-09,1
week_25_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_25_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_25_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_25_page_4,Organic Red & Green Seedless Grapes,5.0,3 lb. bag,1.0,2.0,0.002861230329041488,1
week_25_page_4,Organic strawberries,,,1.0,,,1
week_25_page_4,Romaine Hearts,,,1.0,,,0
week_25_page_4,Organic Celery,24.0,,2.0,0.5,,1
week_25_page_4,Whole Chicken,1.49,,1.0,1.1,0.007389261744966444,0
week_25_page_4,Organic strawberries,,,1.0,,,1
week_25_page_4,Key West Pink Shrimp,10.99,,1.0,3.0,0.00272975432211101,0
week_26_page_1,Juice,,,1.0,,,0
week_26_page_1,Strawberries,3.99,,1.0,1.0,0.0025062656641604013,0
week_26_page_1,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_26_page_1,Organic strawberries,,,1.0,,,1
week_26_page_1,Le petite Fromage,,,1.0,,,0
week_26_page_1,Cooked Shrimp,,,5.0,2.0,,0
week_26_page_1,Crab Stuffed Mushrooms,,,1.0,,,0
week_26_page_1,Maine Lobster Tails,5.0,,4.99,1.0,0.2004008016032064,0
week_26_page_1,Filet Mignon,,,3.99,,,0
week_26_page_1,Fresh Mozzarella,,,1.0,,,0
week_26_page_1,Ground Sirloin or Round,,,1.0,,25.25,0
week_26_page_1,Bone-In Pork Chops,,,1.0,,0.25,0
week_26_page_1,Wensleydale with Blueberries,,,1.0,,,0
week_26_page_2,Flour,,,1.0,,,0
week_26_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_26_page_2,Organic Conserves,3.5,,1.0,349.5,,1
week_26_page_2,Restaurant Style Tortilla Chips,,,2.0,1.26,,0
week_26_page_2,Organic Red & Green Seedless Grapes,3.49,,1.0,0.5,0.0014326647564469914,1
week_26_page_2,Frozen Fruit Bars,,,1.0,,0.16102145629999998,0
week_26_page_2,Organic Strawberry Conserves,,manet wt 16.5 oz,1.0,,,0
week_26_page_2,Gluten-Free Oats,,,1.0,,,0
week_26_page_2,Organic Peanut Butter,,,1.0,,,1
week_26_page_2,Organic strawberries,,,1.0,,,1
week_26_page_2,Restaurant Style Tortilla Chips,,,1.0,,,0
week_26_page_2,Everything Seasoned Smoked Salmon,,,1.0,,,0
week_26_page_2,Asparagus with Parmesan Vinaigrette,,,2.0,1.26,,0
week_26_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_26_page_2,Crackers,,,1.0,,,0
week_26_page_2,Organic strawberries,,,1.0,,,1
week_26_page_2,Wensleydale with Blueberries,,,1.0,,,0
week_26_page_2,Ground Sirloin or Round,26.0,,2.0,0.99,0.038076923076923085,0
